# Detector n: 1D Projection
  0.0000000000E+00  5.0000000000E-02  2.74135E-05  5.03857E-01
  5.0000000000E-02  1.0000000000E-01  2.79118E-05  4.97703E-01
  1.0000000000E-01  1.5000000000E-01  2.82836E-05  5.13165E-01
  1.5000000000E-01  2.0000000000E-01  2.83084E-05  5.21604E-01
  2.0000000000E-01  2.5000000000E-01  2.88124E-05  5.04981E-01
  2.5000000000E-01  3.0000000000E-01  2.89324E-05  5.63754E-01
  3.0000000000E-01  3.5000000000E-01  2.90360E-05  4.88217E-01
  3.5000000000E-01  4.0000000000E-01  2.91415E-05  5.25365E-01
  4.0000000000E-01  4.5000000000E-01  2.93489E-05  5.22100E-01
  4.5000000000E-01  5.0000000000E-01  2.98419E-05  4.92128E-01
  5.0000000000E-01  5.5000000000E-01  3.01002E-05  5.10397E-01
  5.5000000000E-01  6.0000000000E-01  3.04089E-05  5.30050E-01
  6.0000000000E-01  6.5000000000E-01  3.06605E-05  5.44007E-01
  6.5000000000E-01  7.0000000000E-01  3.06448E-05  5.27015E-01
  7.0000000000E-01  7.5000000000E-01  3.08847E-05  5.05347E-01
  7.5000000000E-01  8.0000000000E-01  3.12452E-05  5.35804E-01
  8.0000000000E-01  8.5000000000E-01  3.15610E-05  5.21047E-01
  8.5000000000E-01  9.0000000000E-01  3.18444E-05  5.32709E-01
  9.0000000000E-01  9.5000000000E-01  3.24082E-05  5.02854E-01
  9.5000000000E-01  1.0000000000E+00  3.25445E-05  5.22416E-01
  1.0000000000E+00  1.0500000000E+00  3.29220E-05  5.12822E-01
  1.0500000000E+00  1.1000000000E+00  3.31793E-05  4.95849E-01
  1.1000000000E+00  1.1500000000E+00  3.36414E-05  5.40169E-01
  1.1500000000E+00  1.2000000000E+00  3.38669E-05  5.21151E-01
  1.2000000000E+00  1.2500000000E+00  3.41558E-05  4.98818E-01
  1.2500000000E+00  1.3000000000E+00  3.47230E-05  5.24827E-01
  1.3000000000E+00  1.3500000000E+00  3.53241E-05  5.19662E-01
  1.3500000000E+00  1.4000000000E+00  3.57377E-05  5.08469E-01
  1.4000000000E+00  1.4500000000E+00  3.61257E-05  5.09295E-01
  1.4500000000E+00  1.5000000000E+00  3.66503E-05  5.39078E-01
  1.5000000000E+00  1.5500000000E+00  3.69494E-05  4.90617E-01
  1.5500000000E+00  1.6000000000E+00  3.73153E-05  4.97050E-01
  1.6000000000E+00  1.6500000000E+00  3.82235E-05  5.12218E-01
  1.6500000000E+00  1.7000000000E+00  3.86161E-05  4.81867E-01
  1.7000000000E+00  1.7500000000E+00  3.90858E-05  4.92292E-01
  1.7500000000E+00  1.8000000000E+00  3.94946E-05  4.77677E-01
  1.8000000000E+00  1.8500000000E+00  4.02060E-05  4.92817E-01
  1.8500000000E+00  1.9000000000E+00  4.12274E-05  4.81833E-01
