# Detector n: 1D Projection
  0.0000000000E+00  5.0000000000E-02  3.27050E-05  4.91783E-01
  5.0000000000E-02  1.0000000000E-01  3.33744E-05  5.42463E-01
  1.0000000000E-01  1.5000000000E-01  3.37190E-05  5.02161E-01
  1.5000000000E-01  2.0000000000E-01  3.45054E-05  5.31356E-01
  2.0000000000E-01  2.5000000000E-01  3.45226E-05  5.27203E-01
  2.5000000000E-01  3.0000000000E-01  3.46562E-05  5.26017E-01
  3.0000000000E-01  3.5000000000E-01  3.62342E-05  5.06422E-01
  3.5000000000E-01  4.0000000000E-01  3.63974E-05  4.88160E-01
  4.0000000000E-01  4.5000000000E-01  3.65773E-05  4.98373E-01
  4.5000000000E-01  5.0000000000E-01  3.66727E-05  5.39961E-01
  5.0000000000E-01  5.5000000000E-01  3.68877E-05  5.03707E-01
  5.5000000000E-01  6.0000000000E-01  3.70858E-05  4.85866E-01
  6.0000000000E-01  6.5000000000E-01  3.89417E-05  5.04887E-01
  6.5000000000E-01  7.0000000000E-01  3.96300E-05  4.98149E-01
  7.0000000000E-01  7.5000000000E-01  3.97731E-05  4.96056E-01
  7.5000000000E-01  8.0000000000E-01  4.02004E-05  4.90491E-01
  8.0000000000E-01  8.5000000000E-01  4.03794E-05  4.81764E-01
  8.5000000000E-01  9.0000000000E-01  4.18289E-05  4.73932E-01
  9.0000000000E-01  9.5000000000E-01  4.29930E-05  4.58823E-01
  9.5000000000E-01  1.0000000000E+00  4.33451E-05  4.61119E-01
  1.0000000000E+00  1.0500000000E+00  4.38244E-05  4.75366E-01
  1.0500000000E+00  1.1000000000E+00  4.50157E-05  4.58004E-01
  1.1000000000E+00  1.1500000000E+00  4.68050E-05  4.89366E-01
  1.1500000000E+00  1.2000000000E+00  4.72594E-05  4.81131E-01
  1.2000000000E+00  1.2500000000E+00  4.78657E-05  4.72932E-01
  1.2500000000E+00  1.3000000000E+00  5.01538E-05  4.71951E-01
  1.3000000000E+00  1.3500000000E+00  5.11357E-05  4.67404E-01
  1.3500000000E+00  1.4000000000E+00  5.20198E-05  4.75038E-01
  1.4000000000E+00  1.4500000000E+00  5.48121E-05  4.66590E-01
  1.4500000000E+00  1.5000000000E+00  5.60521E-05  4.67583E-01
  1.5000000000E+00  1.5500000000E+00  5.86465E-05  4.63924E-01
  1.5500000000E+00  1.6000000000E+00  6.09018E-05  4.67653E-01
  1.6000000000E+00  1.6500000000E+00  6.38917E-05  4.90772E-01
  1.6500000000E+00  1.7000000000E+00  6.70798E-05  4.90309E-01
  1.7000000000E+00  1.7500000000E+00  7.15053E-05  4.83182E-01
  1.7500000000E+00  1.8000000000E+00  7.65942E-05  4.67335E-01
  1.8000000000E+00  1.8500000000E+00  8.32369E-05  4.67611E-01
  1.8500000000E+00  1.9000000000E+00  9.22731E-05  4.63037E-01
  1.9000000000E+00  1.9500000000E+00  1.05980E-04  4.66080E-01
  1.9500000000E+00  2.0000000000E+00  1.30931E-04  4.63394E-01
  2.0000000000E+00  2.0500000000E+00  1.85179E-04  4.69188E-01
  2.0500000000E+00  2.1000000000E+00  1.26985E-04  5.80462E-01
  2.1000000000E+00  2.1500000000E+00  8.41356E-06  1.86567E+00
  2.1500000000E+00  2.2000000000E+00  2.27676E-08  2.71592E+01
  2.2000000000E+00  2.2500000000E+00  7.30225E-09  3.21673E+01
  2.2500000000E+00  2.3000000000E+00  4.83807E-09  4.10460E+01
  2.3000000000E+00  2.3500000000E+00  4.01335E-09  2.40671E+01
  2.3500000000E+00  2.4000000000E+00  3.26725E-09  2.72412E+01
  2.4000000000E+00  2.4500000000E+00  3.86729E-09  3.33407E+01
  2.4500000000E+00  2.5000000000E+00  8.15849E-09  3.79799E+01
  2.5000000000E+00  2.5500000000E+00  5.13010E-09  2.18947E+01
  2.5500000000E+00  2.6000000000E+00  9.90907E-09  3.61485E+01
  2.6000000000E+00  2.6500000000E+00  1.11400E-08  4.43904E+01
  2.6500000000E+00  2.7000000000E+00  6.91649E-09  4.10054E+01
  2.7000000000E+00  2.7500000000E+00  6.47553E-09  2.58492E+01
  2.7500000000E+00  2.8000000000E+00  5.58271E-09  2.08214E+01
  2.8000000000E+00  2.8500000000E+00  9.04683E-09  2.62618E+01
  2.8500000000E+00  2.9000000000E+00  1.21907E-08  4.28209E+01
  2.9000000000E+00  2.9500000000E+00  8.57599E-09  3.67842E+01
  2.9500000000E+00  3.0000000000E+00  1.00410E-08  4.17195E+01
  3.0000000000E+00  3.0500000000E+00  1.55847E-08  2.82449E+01
  3.0500000000E+00  3.1000000000E+00  1.39331E-08  3.84773E+01
  3.1000000000E+00  3.1500000000E+00  7.30157E-09  2.76014E+01
  3.1500000000E+00  3.2000000000E+00  1.25352E-08  2.68875E+01
  3.2000000000E+00  3.2500000000E+00  8.60038E-09  1.94288E+01
  3.2500000000E+00  3.3000000000E+00  7.39527E-09  1.72188E+01
  3.3000000000E+00  3.3500000000E+00  6.64497E-09  2.18217E+01
  3.3500000000E+00  3.4000000000E+00  7.93887E-09  2.47195E+01
  3.4000000000E+00  3.4500000000E+00  8.76047E-09  4.37162E+01
  3.4500000000E+00  3.5000000000E+00  4.93472E-09  1.87321E+01
  3.5000000000E+00  3.5500000000E+00  4.57940E-09  1.78747E+01
  3.5500000000E+00  3.6000000000E+00  8.18219E-09  3.18672E+01
  3.6000000000E+00  3.6500000000E+00  3.74595E-09  1.92178E+01
  3.6500000000E+00  3.7000000000E+00  9.96880E-09  5.35732E+01
  3.7000000000E+00  3.7500000000E+00  1.03686E-08  4.82698E+01
  3.7500000000E+00  3.8000000000E+00  4.94791E-09  2.26822E+01
  3.8000000000E+00  3.8500000000E+00  8.23403E-09  6.02079E+01
  3.8500000000E+00  3.9000000000E+00  9.62163E-09  4.53222E+01
  3.9000000000E+00  3.9500000000E+00  1.39559E-08  5.36599E+01
  3.9500000000E+00  4.0000000000E+00  2.82902E-08  3.63066E+01
  4.0000000000E+00  4.0500000000E+00  5.37458E-09  2.32956E+01
  4.0500000000E+00  4.1000000000E+00  4.12302E-09  2.44011E+01
  4.1000000000E+00  4.1500000000E+00  9.81900E-09  3.74862E+01
  4.1500000000E+00  4.2000000000E+00  8.51441E-09  5.11693E+01
  4.2000000000E+00  4.2500000000E+00  1.29220E-08  3.91250E+01
  4.2500000000E+00  4.3000000000E+00  6.95840E-09  4.68090E+01
  4.3000000000E+00  4.3500000000E+00  1.26035E-08  5.65644E+01
  4.3500000000E+00  4.4000000000E+00  9.19464E-09  5.25768E+01
  4.4000000000E+00  4.4500000000E+00  2.96628E-09  2.80522E+01
  4.4500000000E+00  4.5000000000E+00  3.36671E-09  2.83000E+01
  4.5000000000E+00  4.5500000000E+00  3.42900E-09  2.61987E+01
  4.5500000000E+00  4.6000000000E+00  4.55068E-09  3.07406E+01
  4.6000000000E+00  4.6500000000E+00  5.52832E-09  4.28198E+01
  4.6500000000E+00  4.7000000000E+00  3.75919E-09  2.51490E+01
  4.7000000000E+00  4.7500000000E+00  4.99573E-09  2.35888E+01
  4.7500000000E+00  4.8000000000E+00  5.99011E-09  4.24186E+01
  4.8000000000E+00  4.8500000000E+00  5.37510E-09  4.89162E+01
  4.8500000000E+00  4.9000000000E+00  4.28741E-09  4.95707E+01
  4.9000000000E+00  4.9500000000E+00  7.52788E-09  5.36427E+01
  4.9500000000E+00  5.0000000000E+00  1.14548E-08  5.69825E+01
  5.0000000000E+00  5.0000000000E+00  1.14548E-08  5.69825E+01
